"CONTACT_ID","AGE","FAMILYSIZE","YEAREXPERIENCE","ANNUALINCOME","EDUCATIONLEVEL_ID","NETPRICE_PRO11_AMT","NETPRICE_PRO12_AMT","NETPRICE_PRO13_AMT","NETPRICE_PRO14_AMT","NETPRICE_PRO15_AMT","NETPRICE_PRO16_AMT","NETPRICE_PRO17_AMT"
1563,65,1,40,38,3,0.0,0.0,0.0,11.0,0.0,1.0,0.0
1564,43,1,19,32,3,158.0,0.0,0.0,14.0,0.0,1.0,0.0
1565,38,3,13,104,2,0.0,0.0,0.0,6.0,1.0,0.0,0.0
1566,67,1,43,43,2,0.0,0.0,0.0,19.0,0.0,1.0,0.0
1568,27,2,3,35,2,0.0,0.0,0.0,17.0,0.0,0.0,0.0
1569,39,4,13,42,2,0.0,0.0,0.0,12.0,1.0,1.0,0.0
1570,32,1,7,58,2,0.0,0.0,0.0,8.0,1.0,1.0,0.0
1571,32,4,6,103,1,0.0,0.0,0.0,34.0,0.0,1.0,1.0
1572,31,1,6,71,2,149.0,1.0,1.0,33.0,0.0,1.0,1.0
1573,36,1,10,14,2,98.0,0.0,0.0,4.0,0.0,1.0,0.0
1574,39,3,14,98,3,0.0,1.0,0.0,12.0,1.0,0.0,0.0
1576,28,4,3,65,1,0.0,1.0,0.0,2.0,0.0,0.0,0.0
1577,31,4,5,19,1,0.0,0.0,0.0,4.0,1.0,1.0,0.0
1578,53,3,28,35,2,0.0,0.0,0.0,17.0,1.0,1.0,0.0
1579,37,4,12,71,1,0.0,0.0,0.0,13.0,0.0,1.0,0.0
1580,46,3,22,31,1,0.0,0.0,0.0,5.0,0.0,0.0,0.0
1581,65,4,41,43,2,0.0,0.0,0.0,12.0,0.0,1.0,0.0
1582,64,1,39,24,2,87.0,1.0,0.0,15.0,0.0,0.0,0.0
1583,48,2,22,58,3,0.0,1.0,0.0,4.0,1.0,0.0,0.0
1585,42,2,18,168,1,152.0,1.0,0.0,80.0,0.0,0.0,0.0
1586,32,1,8,128,1,0.0,0.0,0.0,15.0,1.0,1.0,0.0
1587,48,1,23,138,1,0.0,0.0,0.0,70.0,1.0,0.0,0.0
1588,61,3,35,81,2,0.0,0.0,0.0,17.0,1.0,1.0,0.0
1589,32,4,6,41,3,0.0,0.0,0.0,13.0,0.0,1.0,0.0
1590,35,2,10,123,2,0.0,0.0,0.0,29.0,0.0,1.0,1.0
1591,40,2,16,71,1,94.0,0.0,0.0,27.0,0.0,1.0,0.0
1592,51,1,26,8,3,0.0,0.0,0.0,4.0,1.0,0.0,0.0
1593,43,2,17,42,1,101.0,0.0,0.0,7.0,0.0,1.0,0.0
1594,32,2,7,62,1,184.0,0.0,0.0,25.0,0.0,1.0,0.0
1595,39,4,15,22,1,91.0,1.0,0.0,10.0,0.0,1.0,0.0
1596,38,4,11,38,2,0.0,0.0,0.0,10.0,0.0,1.0,0.0
1597,38,4,14,24,2,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1598,65,3,40,50,1,0.0,0.0,0.0,24.0,0.0,1.0,0.0
1599,29,4,4,190,2,197.0,0.0,0.0,13.0,0.0,1.0,1.0
1601,66,4,40,165,3,0.0,0.0,0.0,51.0,0.0,0.0,1.0
1602,41,4,15,43,2,0.0,0.0,0.0,12.0,1.0,0.0,0.0
1603,53,1,29,48,2,0.0,0.0,0.0,16.0,1.0,0.0,0.0
1604,49,3,24,52,2,228.0,0.0,0.0,27.0,1.0,0.0,0.0
1605,53,4,27,84,1,0.0,0.0,0.0,49.0,0.0,1.0,0.0
1606,64,1,39,131,1,0.0,0.0,0.0,9.0,0.0,1.0,0.0
1607,37,4,11,44,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1608,30,4,5,78,1,87.0,0.0,0.0,2.0,0.0,0.0,0.0
1609,64,4,39,15,2,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1610,48,4,23,38,3,144.0,0.0,0.0,19.0,1.0,1.0,0.0
1611,53,1,28,84,3,0.0,1.0,0.0,13.0,0.0,1.0,0.0
1612,47,1,23,122,1,0.0,0.0,0.0,3.0,0.0,1.0,0.0
1615,44,2,20,165,1,0.0,0.0,0.0,80.0,0.0,1.0,0.0
1616,33,2,8,121,1,0.0,0.0,0.0,33.0,1.0,0.0,0.0
1617,64,3,40,20,2,94.0,0.0,0.0,4.0,0.0,0.0,0.0
1618,48,1,22,11,1,91.0,0.0,0.0,2.0,0.0,0.0,0.0
1619,62,1,38,45,3,0.0,0.0,0.0,18.0,0.0,1.0,0.0
1620,33,2,9,118,2,0.0,0.0,0.0,28.0,0.0,0.0,1.0
1621,63,2,39,14,1,109.0,0.0,0.0,3.0,1.0,1.0,0.0
1622,42,3,16,30,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1623,59,1,33,45,1,98.0,0.0,0.0,2.0,0.0,0.0,0.0
1624,59,3,35,80,1,0.0,0.0,0.0,26.7,0.0,1.0,0.0
1626,69,1,44,144,1,0.0,1.0,1.0,25.0,1.0,1.0,0.0
1627,46,4,22,84,3,297.0,0.0,0.0,2.0,0.0,1.0,0.0
1628,56,2,32,22,1,0.0,0.0,0.0,4.0,0.0,1.0,0.0
1629,47,3,21,33,1,0.0,0.0,0.0,15.0,1.0,1.0,0.0
1630,57,4,31,60,3,0.0,0.0,0.0,26.0,0.0,0.0,0.0
1631,34,4,9,81,2,116.0,0.0,0.0,22.0,0.0,1.0,0.0
1632,41,1,16,169,3,0.0,0.0,1.0,68.0,1.0,1.0,1.0
1633,31,2,5,63,3,0.0,0.0,0.0,16.0,0.0,1.0,0.0
1634,54,2,29,12,3,109.0,0.0,0.0,7.0,1.0,1.0,0.0
1635,55,4,30,15,1,101.0,0.0,0.0,8.0,0.0,0.0,0.0
1636,67,1,41,39,3,0.0,1.0,1.0,5.0,1.0,1.0,0.0
1637,32,4,7,44,2,0.0,0.0,0.0,20.0,0.0,1.0,0.0
1638,37,1,13,110,1,0.0,0.0,0.0,40.0,0.0,1.0,0.0
1639,36,3,11,130,2,99.0,0.0,0.0,63.0,1.0,0.0,1.0
1640,49,1,24,41,3,128.0,0.0,0.0,14.0,0.0,1.0,0.0
1641,51,1,25,59,3,241.0,0.0,0.0,14.0,0.0,1.0,0.0
1642,55,2,31,39,1,0.0,0.0,0.0,8.0,0.0,1.0,0.0
1643,47,4,22,35,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1644,54,1,30,80,2,0.0,0.0,0.0,26.0,1.0,1.0,0.0
1645,50,1,23,81,2,0.0,0.0,0.0,26.7,0.0,1.0,0.0
1646,42,2,16,31,3,0.0,0.0,0.0,8.0,0.0,0.0,0.0
1647,45,4,20,93,3,0.0,0.0,0.0,19.0,0.0,0.0,0.0
1648,60,4,36,45,1,204.0,0.0,0.0,15.0,0.0,1.0,0.0
1649,39,2,15,40,3,0.0,0.0,0.0,6.0,1.0,1.0,0.0
1650,30,2,4,80,3,185.0,0.0,0.0,16.0,1.0,1.0,0.0
1651,34,1,10,20,3,0.0,0.0,0.0,4.0,0.0,1.0,0.0
1652,66,1,40,41,3,0.0,0.0,0.0,5.0,1.0,0.0,0.0
1653,37,1,11,31,1,104.0,0.0,0.0,3.0,1.0,1.0,0.0
1655,60,3,34,40,3,137.0,0.0,0.0,14.0,1.0,1.0,0.0
1656,66,1,42,84,3,0.0,0.0,0.0,18.0,0.0,0.0,0.0
1657,29,2,4,53,3,0.0,0.0,0.0,16.0,0.0,1.0,0.0
1658,38,4,8,85,3,0.0,0.0,0.0,40.0,0.0,1.0,0.0
1659,61,2,36,138,1,0.0,0.0,0.0,39.0,0.0,1.0,0.0
1660,35,2,5,71,3,108.0,0.0,0.0,17.5,0.0,0.0,0.0
1661,67,1,42,113,3,0.0,0.0,0.0,8.0,1.0,0.0,0.0
1662,53,2,26,23,2,0.0,1.0,0.0,10.0,0.0,0.0,0.0
1663,37,3,12,62,1,0.0,0.0,0.0,23.0,0.0,0.0,0.0
1664,39,4,14,14,3,100.0,0.0,0.0,2.0,1.0,1.0,0.0
1665,46,2,21,60,3,0.0,0.0,0.0,22.0,1.0,0.0,0.0
1666,31,3,7,94,1,236.0,0.0,0.0,8.0,0.0,1.0,0.0
1667,67,3,42,83,2,0.0,0.0,0.0,18.0,0.0,1.0,0.0
1668,63,3,38,130,3,437.0,0.0,1.0,63.0,1.0,1.0,1.0
1669,65,4,40,61,1,0.0,0.0,0.0,17.0,0.0,0.0,0.0
1670,30,2,5,92,1,178.0,0.0,0.0,31.0,0.0,1.0,0.0
1671,45,2,19,20,3,117.0,0.0,0.0,8.0,1.0,1.0,0.0
1673,39,1,13,74,1,0.0,0.0,0.0,25.0,1.0,0.0,0.0
1675,68,3,43,98,2,333.0,0.0,0.0,18.0,0.0,0.0,0.0
1676,42,3,18,52,1,0.0,0.0,0.0,23.3,0.0,1.0,0.0
1677,54,1,29,55,2,236.0,0.0,0.0,13.0,1.0,0.0,0.0
1678,33,4,9,64,1,117.0,0.0,0.0,34.0,0.0,0.0,0.0
1679,68,1,43,128,1,162.0,0.0,0.0,25.0,0.0,1.0,0.0
1680,41,4,16,113,2,0.0,0.0,0.0,17.0,1.0,0.0,1.0
1682,45,4,21,54,2,0.0,0.0,0.0,22.0,0.0,0.0,0.0
1683,66,1,41,129,1,366.0,0.0,0.0,9.0,0.0,1.0,0.0
1684,49,4,24,82,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1685,65,4,41,100,2,0.0,0.0,0.0,17.0,0.0,1.0,0.0
1686,61,4,37,44,1,0.0,1.0,0.0,22.0,0.0,0.0,0.0
1687,59,4,33,164,2,234.0,0.0,1.0,5.0,1.0,1.0,1.0
1689,37,1,13,71,1,257.0,0.0,0.0,1.0,1.0,1.0,0.0
1691,33,3,9,80,1,219.0,0.0,0.0,15.0,0.0,1.0,0.0
1692,64,4,38,90,2,0.0,0.0,0.0,19.0,0.0,1.0,0.0
1693,41,1,17,74,2,0.0,0.0,0.0,36.0,1.0,1.0,0.0
1694,53,2,28,14,3,0.0,1.0,0.0,7.0,0.0,1.0,0.0
1695,64,2,39,23,2,103.0,0.0,0.0,5.0,0.0,1.0,0.0
1696,44,1,20,153,1,337.0,0.0,0.0,17.0,1.0,0.0,0.0
1697,45,3,19,38,3,0.0,0.0,0.0,9.0,0.0,0.0,0.0
1698,32,2,8,112,2,382.0,1.0,0.0,20.0,0.0,0.0,0.0
1701,37,4,12,31,3,0.0,0.0,0.0,11.0,1.0,1.0,0.0
1702,29,1,5,195,1,0.0,0.0,0.0,63.3,1.0,1.0,0.0
1703,57,3,27,50,3,0.0,0.0,0.0,20.0,1.0,1.0,0.0
1704,41,4,17,71,3,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1707,49,1,24,42,1,0.0,0.0,0.0,24.0,1.0,1.0,0.0
1708,55,4,30,78,3,141.0,0.0,0.0,36.0,0.0,1.0,0.0
1709,35,4,9,73,2,0.0,0.0,0.0,22.0,0.0,0.0,0.0
1710,52,2,28,53,3,181.0,0.0,0.0,10.0,0.0,0.0,0.0
1711,31,2,6,51,3,123.0,0.0,0.0,16.0,0.0,0.0,0.0
1712,58,2,33,40,3,0.0,0.0,0.0,23.0,0.0,1.0,0.0
1713,55,1,29,178,1,0.0,0.0,0.0,10.0,0.0,0.0,0.0
1714,35,2,9,35,1,0.0,0.0,0.0,3.0,1.0,0.0,0.0
1715,34,1,10,192,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1716,30,1,6,123,1,0.0,0.0,0.0,54.0,0.0,0.0,0.0
1717,35,2,8,48,2,0.0,1.0,1.0,16.7,1.0,1.0,0.0
1718,55,3,29,45,2,0.0,0.0,0.0,6.0,0.0,0.0,0.0
1719,55,1,31,15,1,0.0,0.0,0.0,2.0,0.0,1.0,0.0
1720,53,1,27,79,1,120.0,0.0,0.0,3.0,0.0,1.0,0.0
1721,35,4,8,63,2,0.0,1.0,0.0,20.0,0.0,1.0,0.0
1722,64,2,38,30,3,0.0,0.0,0.0,2.0,0.0,1.0,0.0
1723,63,4,39,145,1,380.0,0.0,0.0,69.0,1.0,0.0,1.0
1724,31,3,7,32,2,0.0,0.0,0.0,10.0,0.0,0.0,0.0
1725,37,2,12,64,1,224.0,0.0,0.0,1.0,1.0,1.0,0.0
1726,34,1,10,84,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1727,34,1,8,21,2,0.0,0.0,0.0,4.0,0.0,1.0,0.0
1728,65,4,41,99,2,0.0,0.0,0.0,17.0,0.0,1.0,0.0
1729,50,2,25,35,1,0.0,0.0,0.0,13.0,0.0,1.0,0.0
1730,53,1,27,180,1,0.0,0.0,0.0,17.0,1.0,1.0,0.0
1731,39,1,15,42,1,0.0,0.0,0.0,13.3,0.0,1.0,0.0
1732,29,4,3,179,2,0.0,0.0,0.0,21.0,0.0,0.0,1.0
1733,54,4,30,42,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1734,55,2,28,180,2,297.0,0.0,0.0,90.0,0.0,1.0,1.0
1735,38,4,14,82,1,0.0,0.0,0.0,34.0,0.0,0.0,0.0
1736,45,2,19,55,1,149.0,0.0,0.0,7.0,0.0,0.0,0.0
1738,44,2,20,48,3,215.0,0.0,0.0,6.0,1.0,0.0,0.0
1739,52,1,28,93,1,0.0,1.0,0.0,27.0,0.0,1.0,0.0
1740,60,2,35,23,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1741,47,3,23,50,1,200.0,0.0,0.0,23.3,0.0,0.0,0.0
1742,63,2,37,85,1,0.0,0.0,0.0,20.0,0.0,1.0,0.0
1743,41,1,17,35,2,97.0,0.0,0.0,15.0,0.0,1.0,0.0
1744,29,3,5,171,2,0.0,0.0,0.0,60.0,0.0,1.0,1.0
1745,32,4,5,29,2,0.0,0.0,0.0,15.0,1.0,0.0,0.0
1746,62,1,38,84,3,0.0,0.0,0.0,18.0,1.0,1.0,0.0
1747,54,4,30,20,2,0.0,0.0,0.0,5.0,0.0,1.0,0.0
1748,53,1,28,14,3,0.0,0.0,0.0,4.0,1.0,1.0,0.0
1749,38,1,13,179,1,357.0,0.0,0.0,86.0,0.0,0.0,0.0
1750,64,1,40,48,1,158.0,0.0,0.0,8.0,0.0,1.0,0.0
1751,45,1,19,74,1,0.0,0.0,0.0,28.0,0.0,1.0,0.0
1752,58,1,32,53,1,0.0,0.0,0.0,14.0,0.0,0.0,0.0
1753,53,1,28,83,2,0.0,0.0,0.0,28.0,1.0,1.0,0.0
1754,67,2,43,171,1,433.0,0.0,0.0,21.0,0.0,0.0,0.0
1755,57,4,31,85,1,0.0,0.0,0.0,49.0,0.0,1.0,0.0
1756,53,4,29,38,2,0.0,0.0,0.0,9.0,0.0,1.0,0.0
1757,34,3,8,85,1,157.0,0.0,0.0,16.0,1.0,1.0,0.0
1758,35,1,11,79,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1759,47,4,22,69,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1760,63,3,38,43,3,0.0,0.0,0.0,9.0,1.0,1.0,0.0
1761,63,2,37,33,1,101.0,0.0,0.0,3.0,0.0,1.0,0.0
1762,65,3,41,42,3,149.0,0.0,0.0,1.0,1.0,0.0,0.0
1764,60,1,36,43,3,0.0,0.0,0.0,18.0,0.0,0.0,0.0
1765,33,4,8,20,3,117.0,0.0,0.0,5.0,0.0,0.0,0.0
1766,61,3,35,65,1,222.0,0.0,0.0,25.0,0.0,1.0,0.0
1767,42,3,16,139,1,483.0,0.0,0.0,34.0,0.0,1.0,1.0
1768,63,3,38,135,3,0.0,0.0,0.0,3.0,0.0,1.0,1.0
1769,62,3,37,84,3,0.0,0.0,0.0,16.0,0.0,1.0,0.0
1770,53,1,29,179,3,0.0,0.0,0.0,29.0,1.0,0.0,1.0
1771,66,4,42,45,2,86.0,0.0,0.0,13.0,0.0,0.0,0.0
1772,30,2,6,109,1,0.0,0.0,0.0,25.0,0.0,1.0,0.0
1773,57,4,32,34,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1774,65,1,40,162,1,0.0,0.0,0.0,13.0,0.0,1.0,0.0
1775,63,2,37,105,1,0.0,0.0,0.0,14.0,0.0,1.0,0.0
1776,41,3,15,22,2,0.0,0.0,0.0,2.0,0.0,1.0,0.0
1777,37,2,11,82,1,178.0,0.0,0.0,18.0,1.0,1.0,0.0
1778,68,4,44,105,2,230.0,1.0,0.0,17.0,0.0,1.0,0.0
1779,58,1,34,62,3,0.0,0.0,0.0,18.0,0.0,1.0,0.0
1780,60,2,34,82,1,83.0,0.0,0.0,20.0,1.0,0.0,0.0
1781,30,4,6,72,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1783,55,4,31,25,1,0.0,0.0,0.0,10.0,0.0,0.0,0.0
1784,48,1,18,20,3,0.0,0.0,0.0,7.5,0.0,1.0,0.0
1785,32,4,6,80,2,0.0,0.0,0.0,18.0,1.0,1.0,0.0
1786,47,3,21,84,1,0.0,0.0,0.0,11.0,0.0,0.0,0.0
1787,50,1,26,33,1,0.0,0.0,0.0,10.0,1.0,1.0,0.0
1788,65,3,40,55,3,0.0,0.0,0.0,9.0,0.0,1.0,0.0
1789,55,2,30,33,2,0.0,0.0,0.0,7.0,1.0,0.0,0.0
1790,50,4,26,190,3,305.0,0.0,0.0,3.0,0.0,0.0,1.0
1791,45,1,21,43,3,158.0,0.0,0.0,3.0,0.0,0.0,0.0
1792,68,3,44,45,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1793,45,1,21,141,1,0.0,0.0,0.0,35.0,0.0,0.0,0.0
1794,43,4,19,69,1,0.0,0.0,0.0,24.0,0.0,1.0,0.0
1795,35,4,11,78,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1796,43,1,18,84,3,0.0,0.0,0.0,37.0,0.0,1.0,0.0
1797,58,1,32,172,2,0.0,0.0,0.0,52.0,0.0,0.0,1.0
1798,35,4,9,51,1,154.0,1.0,0.0,2.0,1.0,0.0,0.0
1799,61,1,31,75,3,0.0,0.0,0.0,14.0,0.0,1.0,0.0
1802,66,2,42,101,3,294.0,0.0,0.0,39.0,0.0,1.0,1.0
1803,43,1,17,129,3,0.0,0.0,0.0,59.0,0.0,1.0,1.0
1804,44,2,20,63,1,0.0,0.0,0.0,32.0,0.0,0.0,0.0
1805,63,4,38,44,1,0.0,0.0,0.0,21.0,0.0,0.0,0.0
1806,68,1,42,184,3,176.0,0.0,1.0,54.0,1.0,1.0,1.0
1807,62,2,36,100,1,127.0,0.0,0.0,20.0,0.0,0.0,0.0
1808,51,3,27,12,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1809,62,2,36,68,3,128.0,1.0,0.0,23.0,0.0,1.0,0.0
1810,36,1,11,48,1,212.0,0.0,0.0,10.0,0.0,1.0,0.0
1811,43,2,18,82,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1813,68,2,44,154,2,0.0,1.0,1.0,46.0,1.0,1.0,1.0
1814,33,1,7,39,1,0.0,0.0,0.0,15.0,1.0,0.0,0.0
1815,33,1,7,40,1,0.0,0.0,1.0,3.0,1.0,1.0,0.0
1816,45,4,20,54,3,164.0,0.0,0.0,19.0,0.0,0.0,0.0
1817,35,2,11,32,2,103.0,0.0,1.0,10.0,1.0,1.0,0.0
1818,58,2,33,64,3,0.0,0.0,0.0,23.0,0.0,0.0,0.0
1819,32,2,6,92,1,287.0,0.0,0.0,13.0,0.0,1.0,0.0
1821,40,3,14,60,3,0.0,0.0,0.0,5.0,0.0,1.0,0.0
1822,34,2,8,85,1,119.0,0.0,0.0,13.0,1.0,1.0,0.0
1823,28,4,3,21,1,90.0,0.0,0.0,4.0,0.0,1.0,0.0
1824,34,1,8,35,3,171.0,0.0,0.0,6.0,0.0,0.0,0.0
1825,35,2,10,52,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1826,61,1,37,128,1,0.0,0.0,0.0,74.0,0.0,0.0,0.0
1827,29,1,5,195,1,0.0,0.0,0.0,63.3,0.0,0.0,0.0
1828,54,2,28,68,2,117.0,0.0,0.0,15.0,1.0,0.0,0.0
1829,68,2,44,55,1,0.0,0.0,0.0,11.0,0.0,0.0,0.0
1830,46,1,20,55,1,0.0,0.0,0.0,2.0,0.0,1.0,0.0
1833,66,4,40,90,2,106.0,1.0,0.0,19.0,0.0,1.0,0.0
1835,45,3,18,41,2,0.0,0.0,0.0,25.0,0.0,1.0,0.0
1836,61,2,36,43,3,0.0,0.0,0.0,16.0,0.0,1.0,0.0
1837,42,3,16,71,1,162.0,1.0,0.0,1.0,0.0,1.0,0.0
1838,39,4,15,25,1,0.0,0.0,0.0,10.0,0.0,1.0,0.0
1839,63,1,36,154,2,0.0,1.0,1.0,30.0,0.0,1.0,1.0
1840,50,1,24,141,1,0.0,0.0,0.0,24.0,0.0,0.0,0.0
1841,32,2,7,22,3,110.0,0.0,0.0,9.0,0.0,0.0,0.0
1842,55,2,31,145,1,0.0,0.0,0.0,68.0,0.0,1.0,0.0
1843,44,3,19,49,3,0.0,0.0,0.0,5.0,0.0,1.0,0.0
1844,66,1,40,109,1,0.0,0.0,0.0,20.0,0.0,1.0,0.0
1845,62,3,37,80,1,0.0,0.0,0.0,5.0,1.0,1.0,0.0
1846,47,4,23,82,2,201.0,0.0,0.0,14.0,1.0,1.0,0.0
1847,57,4,31,52,1,0.0,0.0,0.0,25.0,0.0,1.0,0.0
1848,32,3,8,85,1,0.0,0.0,0.0,25.0,1.0,1.0,0.0
1849,54,1,28,148,1,0.0,0.0,0.0,10.0,0.0,0.0,0.0
1850,66,2,42,160,1,0.0,0.0,0.0,21.0,1.0,0.0,0.0
1851,39,4,14,39,1,0.0,0.0,0.0,17.0,0.0,1.0,0.0
1852,45,2,19,25,3,0.0,0.0,0.0,8.0,1.0,0.0,0.0
1853,54,1,28,33,3,0.0,0.0,0.0,14.0,1.0,1.0,0.0
1854,50,3,23,38,2,0.0,0.0,0.0,25.0,0.0,0.0,0.0
1855,43,4,19,85,3,0.0,0.0,0.0,2.0,1.0,1.0,0.0
1856,57,1,31,48,1,0.0,0.0,0.0,2.0,0.0,1.0,0.0
1857,50,4,24,15,3,77.0,0.0,0.0,6.0,0.0,1.0,0.0
1858,38,1,13,94,1,174.0,0.0,0.0,0.0,0.0,1.0,0.0
1859,31,2,7,120,1,0.0,0.0,0.0,6.0,0.0,1.0,0.0
1861,36,2,12,145,1,277.0,0.0,0.0,43.3,1.0,0.0,0.0
1862,65,2,39,29,3,0.0,0.0,0.0,7.0,0.0,0.0,0.0
1863,48,3,21,78,2,0.0,0.0,0.0,26.7,0.0,1.0,0.0
1864,62,4,38,59,2,0.0,0.0,0.0,12.0,0.0,1.0,0.0
1865,61,2,31,80,3,0.0,0.0,0.0,45.0,1.0,0.0,0.0
1866,55,1,29,180,1,0.0,0.0,0.0,10.0,1.0,1.0,0.0
1867,37,3,11,8,2,83.0,0.0,0.0,1.0,0.0,1.0,0.0
1868,68,1,38,23,3,0.0,0.0,0.0,15.0,0.0,1.0,0.0
1869,51,2,26,79,3,0.0,0.0,0.0,38.0,0.0,1.0,0.0
1870,47,2,22,78,3,268.0,0.0,0.0,38.0,0.0,0.0,0.0
1871,64,1,40,64,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1872,43,4,17,64,3,0.0,0.0,0.0,2.0,1.0,1.0,0.0
1873,68,4,42,160,1,237.0,0.0,0.0,38.0,0.0,1.0,1.0
1874,31,1,7,43,3,102.0,0.0,0.0,10.0,0.0,0.0,0.0
1876,38,2,12,179,1,76.0,1.0,0.0,0.0,0.0,1.0,0.0
1877,63,1,38,8,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1879,58,2,33,40,3,0.0,1.0,0.0,23.0,0.0,1.0,0.0
1880,37,4,12,99,2,155.0,0.0,0.0,22.0,0.0,1.0,0.0
1881,38,2,12,141,2,0.0,0.0,0.0,45.0,0.0,0.0,1.0
1882,31,1,7,159,1,0.0,0.0,0.0,15.0,1.0,1.0,0.0
1883,41,2,15,39,1,174.0,0.0,0.0,3.0,0.0,1.0,0.0
1884,65,4,41,99,2,0.0,0.0,0.0,17.0,0.0,0.0,0.0
1885,33,4,7,18,2,0.0,0.0,0.0,3.0,1.0,1.0,0.0
1886,41,2,15,38,1,0.0,0.0,0.0,3.0,1.0,1.0,0.0
1887,36,1,11,133,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1888,61,2,37,84,1,0.0,0.0,0.0,28.0,1.0,1.0,0.0
1889,62,1,38,60,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1890,55,3,31,178,3,147.0,0.0,0.0,54.0,0.0,1.0,1.0
1891,39,1,15,18,3,0.0,0.0,0.0,5.0,1.0,0.0,0.0
1892,48,1,24,73,3,0.0,0.0,0.0,8.0,0.0,1.0,0.0
1893,52,1,26,125,1,0.0,0.0,0.0,73.0,0.0,0.0,0.0
1894,55,1,29,91,2,0.0,0.0,1.0,43.0,1.0,1.0,1.0
1895,57,2,31,74,1,0.0,0.0,0.0,11.0,0.0,1.0,0.0
1896,33,2,7,35,2,0.0,1.0,0.0,3.0,1.0,0.0,0.0
1897,68,1,42,113,1,0.0,0.0,0.0,20.0,1.0,1.0,0.0
1898,37,4,11,52,2,0.0,0.0,0.0,22.0,0.0,0.0,0.0
1899,33,2,9,191,2,0.0,0.0,0.0,44.0,0.0,1.0,1.0
1900,54,1,28,18,3,93.0,0.0,0.0,3.0,1.0,0.0,0.0
1901,55,2,30,25,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1902,46,4,21,50,3,0.0,0.0,0.0,19.0,0.0,0.0,0.0
1903,38,4,13,75,3,0.0,0.0,0.0,7.0,1.0,1.0,0.0
1904,59,2,29,92,3,0.0,1.0,0.0,45.0,1.0,0.0,0.0
1905,60,2,35,33,2,0.0,0.0,0.0,20.0,0.0,1.0,0.0
1906,61,3,35,65,3,0.0,0.0,0.0,22.0,0.0,0.0,0.0
1907,56,3,31,44,1,0.0,0.0,0.0,17.0,0.0,0.0,0.0
1908,48,2,24,183,1,354.0,0.0,0.0,14.0,0.0,0.0,0.0
1909,47,2,23,175,1,0.0,0.0,0.0,14.0,1.0,1.0,0.0
1910,57,4,31,28,3,0.0,0.0,0.0,15.0,1.0,1.0,0.0
1911,44,4,20,49,2,0.0,0.0,0.0,22.0,0.0,0.0,0.0
1912,55,4,29,45,1,0.0,0.0,0.0,18.0,0.0,1.0,0.0
1913,46,4,20,64,3,221.0,0.0,0.0,30.0,0.0,1.0,1.0
1914,66,3,41,22,3,90.0,0.0,0.0,1.0,0.0,1.0,0.0
1915,57,1,33,120,1,119.0,0.0,0.0,74.0,1.0,1.0,0.0
1916,36,2,11,175,1,102.0,0.0,0.0,67.0,0.0,1.0,0.0
1917,28,4,3,101,3,256.0,0.0,0.0,23.0,1.0,0.0,0.0
1918,44,1,19,104,3,0.0,0.0,0.0,10.0,0.0,1.0,0.0
1919,43,4,19,155,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1920,46,1,21,58,1,0.0,0.0,0.0,24.0,0.0,0.0,0.0
1921,39,4,13,80,2,0.0,0.0,0.0,22.0,0.0,1.0,0.0
1923,37,1,12,134,1,164.0,1.0,0.0,46.0,0.0,1.0,0.0
1924,41,4,17,58,3,153.0,1.0,0.0,20.0,0.0,0.0,0.0
1925,50,1,24,20,1,0.0,0.0,0.0,2.0,1.0,1.0,0.0
1926,42,4,16,25,3,0.0,0.0,0.0,15.0,0.0,1.0,0.0
1927,48,1,23,55,1,0.0,0.0,0.0,3.0,1.0,1.0,0.0
1928,65,1,40,155,1,0.0,0.0,0.0,13.0,0.0,0.0,0.0
1930,64,4,40,39,1,0.0,0.0,0.0,4.0,1.0,1.0,0.0
1931,39,4,15,73,3,188.0,0.0,0.0,20.0,0.0,1.0,0.0
