"cod_cliente","edad_cliente","margen_beneficio","sdo_financiacion","sdo_inversion","sdo_inversion_fuera_bal","sdo_inversion_no_T1","sdo_financiacion_no_T1","imp_domiciliaciones_cargo","imp_cuota_pres_hip","imp_tarj_credito","imp_tarj_debito","imp_domiciliaciones_nom","imp_domiciliaciones_pen","imp_domiciliaciones_desem","sdo_imposiciones_plazo","sdo_fondos_inversion","sdo_plan_pensiones","sdo_seguros_ahorro","sdo_cta_vivienda","sdo_descubierto","sdo_cta_vista","sdo_avales","sdo_pres_hipotecarios","sdo_pres_personales","sdo_valores","imp_movimientos_cargo","imp_movimientos_abono","num_movimientos_cargo","num_movimientos_abono","num_accesos_banca_elec","flag"
"Client18383",46,38.49,82.71,9.58,8254.59,9.58,82.71,508.93,0.0,0.0,1554.0,1975.16,0.0,0.0,0.0,0.0,8162.76,0.0,0.0,0.0,9.58,0.0,0.0,0.0,0.0,-1547.78,1975.16,25,3,3,"S"
"Client18389",27,4.08,169.18,984.88,129.86,984.88,169.18,0.0,0.0,0.0,498.66,1134.27,0.0,0.0,0.0,0.0,0.0,129.67,0.0,0.0,984.88,0.0,0.0,169.18,0.0,-302.15,1134.27,13,3,36,"S"
"Client18418",40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,"S"
"Client18448",65,4.84,580.04,1049.97,611.53,1049.97,580.04,193.95,0.0,1043.19,0.0,260.4,1043.37,0.0,0.0,0.0,598.91,0.0,0.0,0.0,1049.97,0.0,0.0,0.0,0.0,-1190.72,1301.77,7,4,0,"S"
"Client18454",68,-3.12,0.0,1964.04,0.0,1964.04,0.0,214.95,0.0,0.0,1087.36,0.0,1711.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964.04,0.0,0.0,0.0,0.0,-1296.31,1711.63,22,3,20,"S"
"Client18499",31,6.56,0.0,729.33,1652.51,729.33,0.0,59.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1592.92,0.0,0.0,729.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,"S"
"Client18519",47,145.59,133354.93,785.59,0.0,785.59,133354.93,646.27,799.67,0.0,657.75,2224.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.59,0.0,122412.15,10944.78,0.0,-837.59,52.0,12,3,0,"S"
"Client18522",43,-2.63,29686.43,4542.59,29.51,4542.59,29686.43,456.01,365.34,0.0,0.0,1133.65,0.0,0.0,0.0,0.0,29.33,0.0,0.0,0.0,4542.59,0.0,29686.43,0.0,0.0,-657.86,0.0,7,0,0,"N"
"Client18594",50,78.84,76894.6,0.0,0.0,0.0,76894.6,818.04,468.35,749.9,0.0,1447.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.61,0.0,0.0,75841.65,0.0,0.0,-1672.58,1447.02,14,3,13,"S"
"Client18612",49,122.93,15791.19,903.82,804.57,903.82,15791.19,1168.83,0.0,497.32,645.22,1282.12,0.0,0.0,0.0,0.0,773.21,0.0,0.0,0.0,903.82,0.0,0.0,15177.2,0.0,-898.65,1282.12,12,3,3,"N"
"Client18621",58,3.94,6154.64,762.75,0.0,762.75,6154.64,19.31,199.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.75,0.0,6154.64,0.0,0.0,-274.61,462.0,6,4,14,"N"
"Client18775",65,61.53,11380.87,19698.84,0.0,19698.84,11380.87,406.64,0.0,0.0,202.0,0.0,2829.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19698.84,0.0,0.0,11192.15,0.0,-200.11,342.0,7,4,47,"S"
"Client18855",42,8.09,0.0,1673.88,0.0,1673.88,0.0,303.18,0.0,0.0,1452.47,2175.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1673.88,0.0,0.0,0.0,0.0,-1753.64,1574.95,41,6,0,"N"
"Client18895",61,3.94,325.04,3375.66,0.0,3375.66,325.04,691.91,0.0,325.04,0.0,1124.75,1019.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.66,0.0,0.0,0.0,0.0,-1638.59,2142.67,14,4,0,"N"
"Client18911",50,3.54,605.25,0.0,0.0,0.0,605.25,612.21,0.0,339.25,0.0,1106.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,"S"
"Client19073",24,13.34,0.0,982.84,0.0,982.84,0.0,51.67,0.0,940.77,0.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.84,0.0,0.0,0.0,0.0,-269.28,1002.0,14,3,19,"N"
"Client19092",51,25.68,121192.17,1005.03,276.96,1005.03,121192.17,44.68,512.27,0.0,13.0,602.0,0.0,0.0,0.0,0.0,275.06,0.0,0.0,0.0,1005.03,0.0,121192.17,0.0,0.0,-54.43,0.0,8,0,3,"N"
"Client19121",43,52.96,35333.4,804.21,8554.66,804.21,35333.4,487.2,244.37,0.0,226.9,956.0,0.0,0.0,0.0,0.0,0.0,8394.42,0.0,0.0,804.21,0.0,34031.03,877.59,0.0,-30.71,0.0,4,0,12,"S"
"Client19322",56,39.95,988.65,759.33,0.0,759.33,988.65,75.77,0.0,22.0,597.36,0.0,2042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.33,0.0,0.0,0.0,0.0,-911.66,0.0,17,0,0,"S"
"Client19382",58,-43.62,54649.62,23108.92,0.0,23108.92,54649.62,106.61,277.31,0.0,0.0,0.0,559.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23108.92,0.0,54649.62,0.0,0.0,-447.94,356.14,8,4,0,"N"
"Client19540",44,-61.14,40388.45,7013.18,0.0,7013.18,40388.45,47.73,612.41,0.0,0.0,1579.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7013.18,0.0,40388.45,0.0,0.0,-608.41,0.0,3,0,0,"S"
"Client19589",70,13.73,0.0,845.17,0.0,845.17,0.0,355.37,0.0,0.0,0.0,0.0,1024.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.17,0.0,0.0,0.0,0.0,-509.52,295.62,11,3,0,"N"
"Client19638",62,34.02,27275.99,2066.58,13947.08,2066.58,27275.99,260.26,322.08,835.08,0.0,1693.16,0.0,0.0,0.0,0.0,13865.18,0.0,0.0,0.0,2066.58,0.0,27235.99,0.0,0.0,-2040.69,0.0,17,0,0,"S"
"Client19665",46,54.98,50073.33,1170.57,117.45,1170.57,50073.33,631.2,524.62,0.0,1813.91,2045.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.57,0.0,49013.9,1061.43,0.0,-467.38,2045.72,5,3,17,"S"
"Client19739",60,18.71,0.0,14202.27,0.0,14202.27,0.0,248.87,0.0,0.0,0.0,0.0,1072.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14202.27,0.0,0.0,0.0,0.0,-258.52,3.9,5,3,0,"N"
"Client19806",31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,"S"
"Client19817",62,53.7,156.7,1283.17,0.0,1283.17,156.7,556.42,0.0,312.0,0.0,1339.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.17,0.0,0.0,0.0,0.0,-328.87,1339.05,4,4,0,"S"
"Client19890",53,19.51,59.82,4327.51,0.0,4327.51,59.82,433.63,0.0,59.82,3120.67,2503.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4327.51,0.0,0.0,0.0,0.0,-4160.72,11587.74,25,4,13,"N"
"Client19919",41,-111.15,92088.86,16.64,0.0,16.64,92088.86,0.0,584.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.64,0.0,92088.86,0.0,0.0,-22.0,39.0,3,3,0,"N"
"Client19991",35,66.15,48009.32,11628.21,380.12,11628.21,48009.32,449.85,279.09,399.95,0.0,995.4,0.0,0.0,0.0,0.0,355.57,0.0,0.0,0.0,11628.21,0.0,47845.77,0.0,0.0,-2610.49,1773.67,23,7,0,"S"
"Client20025",51,8.88,0.0,2099.73,0.0,2099.73,0.0,0.0,0.0,0.0,0.0,1993.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2099.73,0.0,0.0,0.0,0.0,-6046.04,1993.26,5,4,0,"N"
"Client20099",28,-1.25,0.0,81.7,0.0,81.7,0.0,84.77,0.0,0.0,544.84,574.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.7,0.0,0.0,0.0,0.0,-685.2,574.83,15,3,0,"S"
"Client20278",61,14.43,0.0,8765.25,14350.87,8765.25,0.0,1143.95,0.0,0.0,0.0,2564.57,0.0,0.0,3.0,0.0,14317.53,0.0,0.0,0.0,8764.25,0.0,0.0,0.0,0.0,-3418.55,4.9,23,3,0,"N"
"Client20307",50,-69.41,77716.91,3936.83,21586.79,3936.83,77716.91,365.94,500.7,2924.73,0.0,3359.75,0.0,0.0,0.0,0.0,1451.27,20124.21,0.0,0.0,3936.83,0.0,77716.91,0.0,0.0,-3002.17,3399.75,31,4,0,"N"
"Client20361",56,-60.51,55128.19,1542.81,0.0,1542.81,55128.19,450.36,398.16,0.0,542.0,1524.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1542.81,0.0,55128.19,0.0,0.0,-278.0,1524.47,10,3,0,"N"
"Client20495",50,24.79,12577.84,0.0,0.0,0.0,12577.84,0.0,274.39,265.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12314.53,0.0,0.0,0.0,0.0,0,0,0,"N"
"Client20581",41,20.7,534.45,5662.42,0.0,5662.42,534.45,269.27,0.0,57.0,261.05,1009.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5662.42,0.0,0.0,479.45,0.0,-431.96,3.51,14,3,11,"S"
"Client20651",62,62.72,48474.59,197.43,5511.24,197.43,48474.59,374.24,525.16,1534.15,0.0,0.0,1853.18,0.0,0.0,0.0,5499.05,0.0,0.0,0.0,197.43,0.0,45999.75,1343.69,0.0,-335.27,33.85,6,4,17,"S"
"Client20696",59,37.44,874.86,12.34,0.0,12.34,874.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.34,0.0,0.0,0.0,0.0,-100.43,72.0,4,3,3,"S"
"Client20797",48,61.89,36697.42,1432.32,1156.83,1432.32,36697.42,100.37,322.87,0.0,383.92,1003.11,0.0,0.0,0.0,0.0,0.0,1156.83,0.0,0.0,1432.32,0.0,36651.02,0.0,0.0,-477.23,1003.11,21,3,0,"N"
"Client20822",55,12.89,2060.72,476.69,0.0,476.69,2060.72,990.28,0.0,0.0,0.0,1472.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.69,0.0,0.0,2060.72,0.0,-745.79,512.0,6,4,20,"S"
"Client20934",67,12.98,668.14,2645.24,0.0,2645.24,668.14,298.19,0.0,668.14,0.0,0.0,881.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2645.24,0.0,0.0,0.0,0.0,-49.93,0.0,3,0,0,"N"
"Client21029",46,4.05,11686.16,0.0,0.0,0.0,11686.16,0.0,108.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11686.16,0.0,0.0,0.0,0.0,0,0,0,"N"
"Client21174",31,23.08,196.49,3996.68,0.0,3996.68,196.49,1293.07,0.0,196.49,681.78,44.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3996.68,0.0,0.0,0.0,0.0,-2651.05,1315.99,41,12,31,"S"
"Client21265",40,30.68,19.05,0.0,0.0,0.0,19.05,0.0,0.0,0.0,0.0,0.0,368.9,0.0,0.0,0.0,0.0,0.0,0.0,19.05,0.0,0.0,0.0,0.0,0.0,-402.2,369.9,6,4,0,"S"
"Client21369",42,46.64,54685.59,8997.64,0.0,8997.64,54685.59,781.37,304.03,1166.92,0.0,2124.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8997.64,0.0,54171.77,0.0,0.0,-3245.0,4250.2,34,5,5,"S"
"Client21486",31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,"S"
"Client21608",69,-20.07,18919.88,8186.93,18801.94,8186.93,18919.88,414.93,660.35,0.0,326.87,531.44,2045.59,0.0,0.0,0.0,18805.57,0.0,0.0,0.0,8186.93,0.0,18919.88,0.0,0.0,-958.4,0.0,6,0,13,"S"
"Client21688",36,47.82,0.0,3111.09,2811.16,3111.09,0.0,160.38,0.0,0.0,1189.45,1012.0,0.0,0.0,0.0,2792.31,0.0,0.0,0.0,0.0,3111.09,0.0,0.0,0.0,0.0,-1147.45,1012.0,10,3,14,"N"
"Client21701",45,17.29,0.0,9944.41,0.0,9944.41,0.0,74.0,0.0,0.0,1216.11,961.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9944.41,0.0,0.0,0.0,0.0,-68.24,961.45,6,3,0,"N"
"Client21702",54,7.16,205.86,1153.52,33.79,1153.52,205.86,436.09,0.0,111.53,0.0,1466.05,0.0,0.0,0.0,0.0,34.34,0.0,0.0,0.0,1153.52,0.0,0.0,205.86,0.0,-98.0,0.0,3,0,0,"N"
"Client21729",66,-8.77,25437.71,423.57,0.0,423.57,25437.71,54.09,361.67,0.0,0.0,0.0,589.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.57,0.0,25437.71,0.0,0.0,-1110.57,717.0,12,4,0,"N"
"Client21781",38,47.47,54302.82,1944.05,0.0,1944.05,54302.82,112.4,543.28,140.05,113.24,0.0,2242.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1944.05,0.0,52250.34,1916.43,0.0,0.0,0.0,0,0,5,"N"
"Client21819",41,8.31,0.0,934.88,18952.4,934.88,0.0,165.93,0.0,0.0,1357.61,1121.59,0.0,0.0,0.0,0.0,0.0,18941.01,0.0,0.0,934.88,0.0,0.0,0.0,0.0,-2096.01,602.0,22,4,8,"N"
"Client21919",51,6.54,0.0,435.95,0.0,435.95,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.95,0.0,0.0,0.0,0.0,-115.35,682.0,3,4,0,"S"
"Client21922",33,69.54,16979.41,1781.87,0.0,1781.87,16979.41,360.11,0.0,0.0,1279.28,1480.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1781.87,0.0,0.0,16979.41,0.0,-750.82,1002.0,10,3,0,"S"
"Client21984",32,9.07,0.0,5855.2,0.0,5855.2,0.0,75.56,0.0,0.0,1094.29,920.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5855.2,0.0,0.0,0.0,0.0,-321.96,25.71,11,3,0,"N"
"Client22053",70,43.39,5453.89,4200.58,0.0,4200.58,5453.89,255.35,0.0,128.26,74.04,0.0,2128.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200.58,0.0,0.0,5327.63,0.0,-382.7,47.87,6,3,0,"S"
"Client22056",52,57.42,11403.18,2400.78,3441.27,2400.78,11403.18,773.02,0.0,1904.95,0.0,2425.4,0.0,0.0,0.0,0.0,3519.14,0.0,0.0,0.0,2400.78,0.0,0.0,9124.69,0.0,-19.89,1942.34,5,6,74,"S"
"Client22080",23,13.2,1465.4,16.85,0.0,16.85,1465.4,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.85,0.0,0.0,1465.4,0.0,-115.32,102.0,5,3,0,"S"
"Client22114",51,25.73,12012.21,873.4,0.0,873.4,12012.21,102.25,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,873.4,0.0,0.0,12012.21,0.0,-492.69,1309.92,4,4,0,"S"
"Client22152",23,13.2,1465.4,16.85,0.0,16.85,1465.4,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.85,0.0,0.0,1465.4,0.0,-115.32,102.0,5,3,0,"S"
"Client22165",57,43.78,2063.11,7081.82,0.0,7081.82,2063.11,1390.27,0.0,401.96,373.96,0.0,0.0,129.12,0.0,0.0,0.0,0.0,0.0,0.0,7081.82,0.0,0.0,0.0,0.0,-2157.77,955.4,14,3,0,"S"
"Client22175",67,-7.09,64.14,9.01,0.0,9.01,64.14,159.4,0.0,64.14,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01,0.0,0.0,0.0,0.0,-445.7,5.94,6,3,18,"N"
"Client22214",49,10.37,0.0,2400.41,1163.46,2400.41,0.0,67.6,0.0,1172.0,1225.4,2047.65,0.0,0.0,0.0,0.0,1168.73,0.0,0.0,0.0,2400.41,0.0,0.0,0.0,0.0,-21146.9,9047.65,20,4,6,"N"
"Client22241",69,14.33,44583.67,5996.88,0.0,5996.88,44583.67,2453.43,530.89,213.23,132.0,0.0,1719.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5996.88,0.0,44372.44,0.0,0.0,-839.29,1719.56,10,3,0,"N"
"Client22284",25,20.9,4407.02,373.13,122.74,373.13,4407.02,276.75,0.0,0.0,1073.49,0.0,0.0,0.0,0.0,0.0,120.93,0.0,0.0,0.0,373.13,0.0,0.0,4407.02,0.0,-354.72,6.0,11,3,0,"S"
"Client22676",45,-23.64,26925.35,286.73,1256.11,286.73,26925.35,0.0,283.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.03,0.0,0.0,0.0,286.73,0.0,26925.35,0.0,0.0,-46.4,307.0,3,3,5,"N"
"Client22679",63,28.08,0.0,25214.52,0.0,25214.52,0.0,93.91,0.0,0.0,0.0,0.0,0.0,0.0,21002.0,0.0,0.0,0.0,0.0,0.0,4214.52,0.0,0.0,0.0,0.0,-138.37,53.01,6,4,0,"N"
"Client22743",67,6.42,0.0,3514.65,0.0,3514.65,0.0,900.2,0.0,1179.46,0.0,0.0,2071.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3514.65,0.0,0.0,0.0,0.0,-2732.84,2.01,24,3,0,"N"
"Client22829",26,3.21,0.0,11.46,0.0,471.46,0.0,0.0,0.0,0.0,279.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46,0.0,0.0,0.0,0.0,-1293.2,1301.0,23,5,0,"N"
"Client22923",54,24.68,1048.2,162.52,0.0,162.52,1048.2,12.36,0.0,52.0,0.0,0.0,960.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.52,0.0,0.0,489.2,0.0,-98.36,0.0,6,0,0,"S"
"Client22945",67,3.84,13356.02,720.51,0.0,720.51,13356.02,0.0,528.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.51,0.0,13356.02,0.0,0.0,0.0,602.0,0,3,0,"N"
"Client22990",47,-37.52,177581.61,31392.66,9639.77,31392.66,177581.61,412.56,678.03,0.0,805.02,1709.41,0.0,0.0,0.0,0.0,0.0,9639.77,0.0,0.0,31392.66,0.0,177344.01,0.0,0.0,-749.47,2019.23,11,5,17,"N"
"Client22991",65,8.09,79.77,9960.86,0.0,9960.86,79.77,923.09,0.0,579.77,0.0,5291.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9960.86,0.0,0.0,0.0,0.0,-1950.22,0.0,12,0,0,"N"
"Client22998",51,38.62,22260.29,1051.36,0.0,1051.36,22260.29,42.0,327.54,0.0,30.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1051.36,0.0,22232.2,0.0,709.73,-138.55,2.01,9,3,5,"N"
"Client23019",59,49.55,161.41,19298.77,0.0,19298.77,161.41,207.4,0.0,234.6,0.0,3738.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19298.77,0.0,0.0,0.0,0.0,0.0,3738.34,0,3,0,"S"
"Client23076",46,40.73,509.47,204.81,0.0,204.81,509.47,327.42,0.0,480.97,122.58,730.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.81,0.0,0.0,0.0,0.0,-764.23,810.61,14,4,0,"S"
"Client23126",42,3.65,463.24,214.16,0.0,214.16,463.24,369.9,0.0,463.24,0.0,1124.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.16,0.0,0.0,0.0,0.0,-928.66,0.0,14,0,0,"S"
"Client23230",39,27.73,3984.26,28630.94,0.0,28630.94,3984.26,351.93,336.33,0.0,258.55,1902.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28630.94,0.0,3984.26,0.0,0.0,-782.62,1902.64,10,3,0,"N"
"Client23261",54,120.91,48747.15,54673.51,10840.77,54673.51,48747.15,393.93,611.09,1082.0,0.0,1502.0,0.0,389.17,51002.0,0.0,10835.21,0.0,0.0,0.0,3673.51,0.0,48093.2,0.0,0.0,-1634.9,1619.75,24,8,0,"N"
"Client23472",50,39.64,6289.64,29775.04,0.0,29775.04,6289.64,0.0,155.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29775.04,0.0,6289.64,0.0,0.0,0.0,0.0,0,0,5,"N"
"Client23543",54,-33.41,67268.39,4540.28,0.0,4540.28,67268.39,422.63,522.9,0.0,471.02,4656.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4540.28,0.0,67238.39,0.0,0.0,-4143.23,3611.57,45,4,3,"N"
"Client23730",50,8.61,788.14,12470.81,0.0,12470.81,788.14,207.79,0.0,938.14,0.0,1347.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12470.81,0.0,0.0,0.0,0.0,-935.46,1347.15,7,3,0,"S"
"Client23755",48,234.18,17652.35,9897.41,9877.36,9897.41,17652.35,2361.38,0.0,3194.35,0.0,2317.99,0.0,0.0,5002.0,0.0,9924.74,0.0,0.0,0.0,4897.41,0.0,0.0,13386.75,0.0,-897.98,621.99,18,4,24,"S"
"Client23756",25,0.0,0.0,3.26,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,"S"
"Client23757",36,9.97,479.96,0.0,0.0,0.0,479.96,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,"S"
"Client23823",39,-72.67,65058.78,2171.62,0.0,2171.62,65058.78,0.0,460.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2171.62,0.0,65058.78,0.0,0.0,0.0,0.0,0,0,0,"N"
"Client24145",24,3.71,0.0,1404.27,0.0,1404.27,0.0,77.25,0.0,0.0,408.76,1082.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.27,0.0,0.0,0.0,0.0,-450.75,1134.63,14,5,0,"S"
"Client24147",35,14.01,884.9,492.01,0.0,492.01,884.9,939.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.01,0.0,0.0,884.9,0.0,-672.18,802.0,10,4,0,"S"
"Client24408",51,92.49,36681.36,7750.17,0.0,7750.17,36681.36,124.7,395.2,275.27,0.0,0.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7750.17,0.0,36476.32,0.0,0.0,-148.0,0.0,3,0,0,"N"
"Client24423",55,8.34,0.0,10374.24,4564.65,10374.24,0.0,103.06,0.0,0.0,1487.11,2386.39,0.0,0.0,0.0,0.0,4364.4,0.0,0.0,0.0,10374.24,0.0,0.0,0.0,0.0,-1721.77,2391.47,14,5,0,"N"
"Client24459",42,-56.38,78167.45,2314.54,5665.95,2314.54,78167.45,69.71,499.52,2098.68,0.0,2101.14,0.0,503.88,0.0,0.0,5530.48,0.0,0.0,0.0,2314.54,0.0,78167.45,0.0,0.0,-1786.77,4.7,23,3,0,"S"
"Client24684",55,116.29,70343.7,146.49,0.0,146.49,70343.7,48.09,661.47,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.49,0.0,70136.94,0.0,0.0,-31.93,0.0,3,0,0,"S"
"Client24810",45,6.15,0.0,1998.62,7092.98,1998.62,0.0,172.72,0.0,1085.83,0.0,1285.03,0.0,0.0,0.0,0.0,7020.71,0.0,0.0,0.0,1998.62,0.0,0.0,0.0,0.0,-379.11,1250.4,11,3,0,"N"
"Client24823",42,235.01,238691.33,0.0,0.0,0.0,238691.33,0.0,1179.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238691.33,0.0,0.0,0.0,0.0,0,0,5,"N"
"Client24954",60,85.71,1586.93,5.27,185.72,5.27,1586.93,0.0,0.0,710.95,0.0,1106.85,0.0,0.0,0.0,0.0,185.72,0.0,0.0,0.0,5.27,0.0,0.0,855.48,0.0,-1102.85,0.0,6,0,24,"S"
"Client24966",41,-40.22,42308.58,637.64,0.0,637.64,42308.58,0.0,326.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.64,0.0,42308.58,0.0,0.0,-22.0,0.0,3,0,0,"N"
"Client25026",60,85.71,1586.93,5.27,185.72,5.27,1586.93,0.0,0.0,710.95,0.0,1106.85,0.0,0.0,0.0,0.0,185.72,0.0,0.0,0.0,5.27,0.0,0.0,855.48,0.0,-1102.85,0.0,6,0,24,"S"
"Client25054",52,-39.32,67089.0,1608.91,0.0,1608.91,67089.0,523.14,410.75,0.0,713.87,1584.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608.91,0.0,63170.14,3920.86,0.0,-1520.06,193.0,13,3,0,"N"
"Client25078",51,-99.9,117699.47,543.13,0.0,543.13,117699.47,0.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.13,0.0,117699.47,0.0,0.0,-22.0,0.0,3,0,0,"N"
"Client25110",47,3.75,169.83,14220.35,0.0,14220.35,169.83,243.91,0.0,369.83,0.0,1293.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14220.35,0.0,0.0,0.0,0.0,-2546.83,1293.95,9,3,8,"N"
"Client25306",38,95.58,2535.14,0.0,0.0,0.0,2535.14,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.93,0.0,0.0,0.0,2479.21,0.0,-35.0,0.0,3,0,0,"S"
"Client25337",52,12.17,11557.23,1770.4,732.14,1770.4,11557.23,246.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.92,0.0,0.0,0.0,1770.4,0.0,0.0,11557.23,0.0,0.0,0.0,0,0,0,"S"
"Client25371",40,62.4,65884.77,988.55,0.0,988.55,65884.77,628.91,435.2,0.0,148.45,1413.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.55,0.0,65817.56,0.0,0.0,-746.21,1713.16,13,4,0,"N"
"Client25565",53,9.41,1252.39,0.0,2596.4,0.0,1252.39,0.0,0.0,324.25,1653.87,1985.7,587.52,0.0,0.0,0.0,2595.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,"S"
