"Frequency","Angle of attack","Chord length","Free-stream velocity","Suction side displacement thickness","Scaled sound pressure level","nominal"
2500,0,0.1524,55.5,0.00172668,127.763,"addition"
3150,0,0.1524,55.5,0.00172668,127.753,"addition"
4000,0,0.1524,55.5,0.00172668,127.233,"addition"
5000,0,0.1524,55.5,0.00172668,125.203,"addition"
6300,0,0.1524,55.5,0.00172668,123.303,"addition"
8000,0,0.1524,55.5,0.00172668,121.903,"addition"
10000,0,0.1524,55.5,0.00172668,119.253,"addition"
12500,0,0.1524,55.5,0.00172668,117.093,"addition"
16000,0,0.1524,55.5,0.00172668,112.803,"addition"
500,0,0.1524,39.6,0.00193287,119.513,"addition"
630,0,0.1524,39.6,0.00193287,124.403,"addition"
800,0,0.1524,39.6,0.00193287,127.903,"addition"
1000,0,0.1524,39.6,0.00193287,130.033,"addition"
1250,0,0.1524,39.6,0.00193287,131.023,"addition"
1600,0,0.1524,39.6,0.00193287,131.013,"addition"
2000,0,0.1524,39.6,0.00193287,129.633,"addition"
2500,0,0.1524,39.6,0.00193287,126.863,"addition"
3150,0,0.1524,39.6,0.00193287,125.603,"addition"
4000,0,0.1524,39.6,0.00193287,125.343,"addition"
5000,0,0.1524,39.6,0.00193287,123.453,"addition"
6300,0,0.1524,39.6,0.00193287,121.313,"addition"
8000,0,0.1524,39.6,0.00193287,120.553,"addition"
10000,0,0.1524,39.6,0.00193287,115.413,"addition"
500,0,0.1524,31.7,0.00209405,121.617,"addition"
630,0,0.1524,31.7,0.00209405,125.997,"addition"
800,0,0.1524,31.7,0.00209405,129.117,"addition"
1000,0,0.1524,31.7,0.00209405,130.987,"addition"
1250,0,0.1524,31.7,0.00209405,131.467,"addition"
1600,0,0.1524,31.7,0.00209405,130.817,"addition"
2000,0,0.1524,31.7,0.00209405,128.907,"addition"
2500,0,0.1524,31.7,0.00209405,125.867,"addition"
3150,0,0.1524,31.7,0.00209405,124.207,"addition"
4000,0,0.1524,31.7,0.00209405,123.807,"addition"
5000,0,0.1524,31.7,0.00209405,122.397,"addition"
6300,0,0.1524,31.7,0.00209405,119.737,"addition"
8000,0,0.1524,31.7,0.00209405,117.957,"addition"
630,2.7,0.1524,71.3,0.00243851,127.404,"addition"
800,2.7,0.1524,71.3,0.00243851,127.394,"addition"
1000,2.7,0.1524,71.3,0.00243851,128.774,"addition"
1250,2.7,0.1524,71.3,0.00243851,130.144,"addition"
1600,2.7,0.1524,71.3,0.00243851,130.644,"addition"
2000,2.7,0.1524,71.3,0.00243851,130.114,"addition"
2500,2.7,0.1524,71.3,0.00243851,128.334,"addition"
3150,2.7,0.1524,71.3,0.00243851,127.054,"addition"
4000,2.7,0.1524,71.3,0.00243851,126.534,"addition"
5000,2.7,0.1524,71.3,0.00243851,124.364,"addition"
6300,2.7,0.1524,71.3,0.00243851,121.944,"addition"
8000,2.7,0.1524,71.3,0.00243851,120.534,"addition"
10000,2.7,0.1524,71.3,0.00243851,116.724,"addition"
12500,2.7,0.1524,71.3,0.00243851,113.034,"addition"
16000,2.7,0.1524,71.3,0.00243851,110.364,"addition"
500,2.7,0.1524,39.6,0.00294804,121.009,"addition"
630,2.7,0.1524,39.6,0.00294804,125.809,"addition"
800,2.7,0.1524,39.6,0.00294804,128.829,"addition"
1000,2.7,0.1524,39.6,0.00294804,130.589,"addition"
1250,2.7,0.1524,39.6,0.00294804,130.829,"addition"
1600,2.7,0.1524,39.6,0.00294804,130.049,"addition"
2000,2.7,0.1524,39.6,0.00294804,128.139,"addition"
2500,2.7,0.1524,39.6,0.00294804,125.589,"addition"
3150,2.7,0.1524,39.6,0.00294804,122.919,"addition"
4000,2.7,0.1524,39.6,0.00294804,121.889,"addition"
5000,2.7,0.1524,39.6,0.00294804,121.499,"addition"
6300,2.7,0.1524,39.6,0.00294804,119.209,"addition"
8000,2.7,0.1524,39.6,0.00294804,116.659,"addition"
10000,2.7,0.1524,39.6,0.00294804,112.589,"addition"
12500,2.7,0.1524,39.6,0.00294804,108.649,"addition"
400,5.4,0.1524,71.3,0.00401199,124.121,"addition"
500,5.4,0.1524,71.3,0.00401199,126.291,"addition"
630,5.4,0.1524,71.3,0.00401199,128.971,"addition"
800,5.4,0.1524,71.3,0.00401199,131.281,"addition"
1000,5.4,0.1524,71.3,0.00401199,133.201,"addition"
1250,5.4,0.1524,71.3,0.00401199,134.111,"addition"
1600,5.4,0.1524,71.3,0.00401199,133.241,"addition"
2000,5.4,0.1524,71.3,0.00401199,131.111,"addition"
2500,5.4,0.1524,71.3,0.00401199,127.591,"addition"
3150,5.4,0.1524,71.3,0.00401199,123.311,"addition"
4000,5.4,0.1524,71.3,0.00401199,121.431,"addition"
5000,5.4,0.1524,71.3,0.00401199,120.061,"addition"
6300,5.4,0.1524,71.3,0.00401199,116.411,"addition"
400,5.4,0.1524,55.5,0.00433288,126.807,"addition"
500,5.4,0.1524,55.5,0.00433288,129.367,"addition"
630,5.4,0.1524,55.5,0.00433288,131.807,"addition"
800,5.4,0.1524,55.5,0.00433288,133.097,"addition"
1000,5.4,0.1524,55.5,0.00433288,132.127,"addition"
1250,5.4,0.1524,55.5,0.00433288,130.777,"addition"
1600,5.4,0.1524,55.5,0.00433288,130.567,"addition"
2000,5.4,0.1524,55.5,0.00433288,128.707,"addition"
2500,5.4,0.1524,55.5,0.00433288,124.077,"addition"
3150,5.4,0.1524,55.5,0.00433288,121.587,"addition"
4000,5.4,0.1524,55.5,0.00433288,119.737,"addition"
5000,5.4,0.1524,55.5,0.00433288,118.757,"addition"
6300,5.4,0.1524,55.5,0.00433288,117.287,"addition"
8000,5.4,0.1524,55.5,0.00433288,114.927,"addition"
315,5.4,0.1524,39.6,0.00485029,125.347,"addition"
400,5.4,0.1524,39.6,0.00485029,127.637,"addition"
500,5.4,0.1524,39.6,0.00485029,129.937,"addition"
630,5.4,0.1524,39.6,0.00485029,132.357,"addition"
800,5.4,0.1524,39.6,0.00485029,132.757,"addition"
1000,5.4,0.1524,39.6,0.00485029,130.507,"addition"
1250,5.4,0.1524,39.6,0.00485029,127.117,"addition"
1600,5.4,0.1524,39.6,0.00485029,126.267,"addition"
2000,5.4,0.1524,39.6,0.00485029,124.647,"addition"
2500,5.4,0.1524,39.6,0.00485029,120.497,"addition"
3150,5.4,0.1524,39.6,0.00485029,119.137,"addition"
4000,5.4,0.1524,39.6,0.00485029,117.137,"addition"
5000,5.4,0.1524,39.6,0.00485029,117.037,"addition"
6300,5.4,0.1524,39.6,0.00485029,116.677,"addition"
315,5.4,0.1524,31.7,0.00525474,125.741,"addition"
400,5.4,0.1524,31.7,0.00525474,127.781,"addition"
500,5.4,0.1524,31.7,0.00525474,129.681,"addition"
630,5.4,0.1524,31.7,0.00525474,131.471,"addition"
800,5.4,0.1524,31.7,0.00525474,131.491,"addition"
1000,5.4,0.1524,31.7,0.00525474,128.241,"addition"
1250,5.4,0.1524,31.7,0.00525474,123.991,"addition"
1600,5.4,0.1524,31.7,0.00525474,123.761,"addition"
2000,5.4,0.1524,31.7,0.00525474,122.771,"addition"
2500,5.4,0.1524,31.7,0.00525474,119.151,"addition"
3150,5.4,0.1524,31.7,0.00525474,118.291,"addition"
4000,5.4,0.1524,31.7,0.00525474,116.181,"addition"
5000,5.4,0.1524,31.7,0.00525474,115.691,"addition"
6300,5.4,0.1524,31.7,0.00525474,115.591,"addition"
315,7.2,0.1524,71.3,0.00752039,128.713,"addition"
400,7.2,0.1524,71.3,0.00752039,130.123,"addition"
500,7.2,0.1524,71.3,0.00752039,132.043,"addition"
630,7.2,0.1524,71.3,0.00752039,134.853,"addition"
800,7.2,0.1524,71.3,0.00752039,136.023,"addition"
1000,7.2,0.1524,71.3,0.00752039,134.273,"addition"
1250,7.2,0.1524,71.3,0.00752039,132.513,"addition"
1600,7.2,0.1524,71.3,0.00752039,130.893,"addition"
2000,7.2,0.1524,71.3,0.00752039,128.643,"addition"
2500,7.2,0.1524,71.3,0.00752039,124.353,"addition"
3150,7.2,0.1524,71.3,0.00752039,116.783,"addition"
4000,7.2,0.1524,71.3,0.00752039,119.343,"addition"
5000,7.2,0.1524,71.3,0.00752039,118.343,"addition"
6300,7.2,0.1524,71.3,0.00752039,116.603,"addition"
8000,7.2,0.1524,71.3,0.00752039,113.333,"addition"
10000,7.2,0.1524,71.3,0.00752039,110.313,"addition"
250,7.2,0.1524,39.6,0.00909175,127.488,"addition"
315,7.2,0.1524,39.6,0.00909175,130.558,"addition"
400,7.2,0.1524,39.6,0.00909175,132.118,"addition"
500,7.2,0.1524,39.6,0.00909175,132.658,"addition"
630,7.2,0.1524,39.6,0.00909175,133.198,"addition"
800,7.2,0.1524,39.6,0.00909175,132.358,"addition"
1000,7.2,0.1524,39.6,0.00909175,128.338,"addition"
1250,7.2,0.1524,39.6,0.00909175,122.428,"addition"
1600,7.2,0.1524,39.6,0.00909175,120.058,"addition"
2000,7.2,0.1524,39.6,0.00909175,120.228,"addition"
2500,7.2,0.1524,39.6,0.00909175,117.478,"addition"
3150,7.2,0.1524,39.6,0.00909175,111.818,"addition"
4000,7.2,0.1524,39.6,0.00909175,114.258,"addition"
5000,7.2,0.1524,39.6,0.00909175,113.288,"addition"
6300,7.2,0.1524,39.6,0.00909175,112.688,"addition"
8000,7.2,0.1524,39.6,0.00909175,111.588,"addition"
10000,7.2,0.1524,39.6,0.00909175,110.868,"addition"
200,9.9,0.1524,71.3,0.0193001,134.319,"addition"
250,9.9,0.1524,71.3,0.0193001,135.329,"addition"
315,9.9,0.1524,71.3,0.0193001,135.459,"addition"
400,9.9,0.1524,71.3,0.0193001,135.079,"addition"
500,9.9,0.1524,71.3,0.0193001,131.279,"addition"
630,9.9,0.1524,71.3,0.0193001,129.889,"addition"
800,9.9,0.1524,71.3,0.0193001,128.879,"addition"
1000,9.9,0.1524,71.3,0.0193001,126.349,"addition"
1250,9.9,0.1524,71.3,0.0193001,122.679,"addition"
1600,9.9,0.1524,71.3,0.0193001,121.789,"addition"
2000,9.9,0.1524,71.3,0.0193001,120.779,"addition"
2500,9.9,0.1524,71.3,0.0193001,119.639,"addition"
3150,9.9,0.1524,71.3,0.0193001,116.849,"addition"
4000,9.9,0.1524,71.3,0.0193001,115.079,"addition"
5000,9.9,0.1524,71.3,0.0193001,114.569,"addition"
6300,9.9,0.1524,71.3,0.0193001,112.039,"addition"
200,9.9,0.1524,55.5,0.0208438,131.955,"addition"
250,9.9,0.1524,55.5,0.0208438,133.235,"addition"
315,9.9,0.1524,55.5,0.0208438,132.355,"addition"
400,9.9,0.1524,55.5,0.0208438,131.605,"addition"
500,9.9,0.1524,55.5,0.0208438,127.815,"addition"
630,9.9,0.1524,55.5,0.0208438,127.315,"addition"
800,9.9,0.1524,55.5,0.0208438,126.565,"addition"
1000,9.9,0.1524,55.5,0.0208438,124.665,"addition"
1250,9.9,0.1524,55.5,0.0208438,121.635,"addition"
1600,9.9,0.1524,55.5,0.0208438,119.875,"addition"
2000,9.9,0.1524,55.5,0.0208438,119.505,"addition"
2500,9.9,0.1524,55.5,0.0208438,118.365,"addition"
3150,9.9,0.1524,55.5,0.0208438,115.085,"addition"
4000,9.9,0.1524,55.5,0.0208438,112.945,"addition"
5000,9.9,0.1524,55.5,0.0208438,112.065,"addition"
6300,9.9,0.1524,55.5,0.0208438,110.555,"addition"
200,9.9,0.1524,39.6,0.0233328,127.315,"addition"
250,9.9,0.1524,39.6,0.0233328,128.335,"addition"
315,9.9,0.1524,39.6,0.0233328,128.595,"addition"
400,9.9,0.1524,39.6,0.0233328,128.345,"addition"
500,9.9,0.1524,39.6,0.0233328,126.835,"addition"
630,9.9,0.1524,39.6,0.0233328,126.465,"addition"
800,9.9,0.1524,39.6,0.0233328,126.345,"addition"
1000,9.9,0.1524,39.6,0.0233328,123.835,"addition"
1250,9.9,0.1524,39.6,0.0233328,120.555,"addition"
1600,9.9,0.1524,39.6,0.0233328,118.545,"addition"
2000,9.9,0.1524,39.6,0.0233328,117.925,"addition"
2500,9.9,0.1524,39.6,0.0233328,116.295,"addition"
3150,9.9,0.1524,39.6,0.0233328,113.525,"addition"
4000,9.9,0.1524,39.6,0.0233328,112.265,"addition"
5000,9.9,0.1524,39.6,0.0233328,111.135,"addition"
6300,9.9,0.1524,39.6,0.0233328,109.885,"addition"
200,9.9,0.1524,31.7,0.0252785,127.299,"addition"
250,9.9,0.1524,31.7,0.0252785,128.559,"addition"
315,9.9,0.1524,31.7,0.0252785,128.809,"addition"
400,9.9,0.1524,31.7,0.0252785,128.939,"addition"
500,9.9,0.1524,31.7,0.0252785,127.179,"addition"
630,9.9,0.1524,31.7,0.0252785,126.049,"addition"
800,9.9,0.1524,31.7,0.0252785,125.539,"addition"
1000,9.9,0.1524,31.7,0.0252785,122.149,"addition"
1250,9.9,0.1524,31.7,0.0252785,118.619,"addition"
1600,9.9,0.1524,31.7,0.0252785,117.119,"addition"
2000,9.9,0.1524,31.7,0.0252785,116.859,"addition"
2500,9.9,0.1524,31.7,0.0252785,114.729,"addition"
3150,9.9,0.1524,31.7,0.0252785,112.209,"addition"
4000,9.9,0.1524,31.7,0.0252785,111.459,"addition"
5000,9.9,0.1524,31.7,0.0252785,109.949,"addition"
6300,9.9,0.1524,31.7,0.0252785,108.689,"addition"
200,12.6,0.1524,71.3,0.0483159,128.354,"addition"
250,12.6,0.1524,71.3,0.0483159,129.744,"addition"
315,12.6,0.1524,71.3,0.0483159,128.484,"addition"
400,12.6,0.1524,71.3,0.0483159,127.094,"addition"
500,12.6,0.1524,71.3,0.0483159,121.664,"addition"
630,12.6,0.1524,71.3,0.0483159,123.304,"addition"
800,12.6,0.1524,71.3,0.0483159,123.054,"addition"
1000,12.6,0.1524,71.3,0.0483159,122.044,"addition"
1250,12.6,0.1524,71.3,0.0483159,120.154,"addition"
1600,12.6,0.1524,71.3,0.0483159,120.534,"addition"
2000,12.6,0.1524,71.3,0.0483159,117.504,"addition"
2500,12.6,0.1524,71.3,0.0483159,115.234,"addition"
3150,12.6,0.1524,71.3,0.0483159,113.334,"addition"
4000,12.6,0.1524,71.3,0.0483159,108.034,"addition"
5000,12.6,0.1524,71.3,0.0483159,108.034,"addition"
6300,12.6,0.1524,71.3,0.0483159,107.284,"addition"
200,12.6,0.1524,39.6,0.0584113,114.750,"addition"
250,12.6,0.1524,39.6,0.0584113,115.890,"addition"
315,12.6,0.1524,39.6,0.0584113,116.020,"addition"
400,12.6,0.1524,39.6,0.0584113,115.910,"addition"
500,12.6,0.1524,39.6,0.0584113,114.900,"addition"
630,12.6,0.1524,39.6,0.0584113,116.550,"addition"
800,12.6,0.1524,39.6,0.0584113,116.560,"addition"
1000,12.6,0.1524,39.6,0.0584113,114.670,"addition"
1250,12.6,0.1524,39.6,0.0584113,112.160,"addition"
1600,12.6,0.1524,39.6,0.0584113,110.780,"addition"
2000,12.6,0.1524,39.6,0.0584113,109.520,"addition"
2500,12.6,0.1524,39.6,0.0584113,106.880,"addition"
3150,12.6,0.1524,39.6,0.0584113,106.260,"addition"
4000,12.6,0.1524,39.6,0.0584113,104.500,"addition"
5000,12.6,0.1524,39.6,0.0584113,104.130,"addition"
6300,12.6,0.1524,39.6,0.0584113,103.380,"addition"
800,0,0.0508,71.3,0.000740478,130.960,"addition"
1000,0,0.0508,71.3,0.000740478,129.450,"addition"
1250,0,0.0508,71.3,0.000740478,128.560,"addition"
1600,0,0.0508,71.3,0.000740478,129.680,"addition"
2000,0,0.0508,71.3,0.000740478,131.060,"addition"
2500,0,0.0508,71.3,0.000740478,131.310,"addition"
3150,0,0.0508,71.3,0.000740478,135.070,"addition"
4000,0,0.0508,71.3,0.000740478,134.430,"addition"
5000,0,0.0508,71.3,0.000740478,134.430,"addition"
6300,0,0.0508,71.3,0.000740478,133.040,"addition"
8000,0,0.0508,71.3,0.000740478,130.890,"addition"
10000,0,0.0508,71.3,0.000740478,128.740,"addition"
12500,0,0.0508,71.3,0.000740478,125.220,"addition"
800,0,0.0508,55.5,0.00076193,124.336,"addition"
1000,0,0.0508,55.5,0.00076193,125.586,"addition"
1250,0,0.0508,55.5,0.00076193,127.076,"addition"
1600,0,0.0508,55.5,0.00076193,128.576,"addition"
2000,0,0.0508,55.5,0.00076193,131.456,"addition"
2500,0,0.0508,55.5,0.00076193,133.956,"addition"
3150,0,0.0508,55.5,0.00076193,134.826,"addition"
4000,0,0.0508,55.5,0.00076193,134.946,"addition"
5000,0,0.0508,55.5,0.00076193,134.556,"addition"
6300,0,0.0508,55.5,0.00076193,132.796,"addition"
8000,0,0.0508,55.5,0.00076193,130.156,"addition"
10000,0,0.0508,55.5,0.00076193,127.636,"addition"
12500,0,0.0508,55.5,0.00076193,125.376,"addition"
800,0,0.0508,39.6,0.000791822,126.508,"addition"
1000,0,0.0508,39.6,0.000791822,127.638,"addition"
1250,0,0.0508,39.6,0.000791822,129.148,"addition"
1600,0,0.0508,39.6,0.000791822,130.908,"addition"
2000,0,0.0508,39.6,0.000791822,132.918,"addition"
2500,0,0.0508,39.6,0.000791822,134.938,"addition"
3150,0,0.0508,39.6,0.000791822,135.938,"addition"
4000,0,0.0508,39.6,0.000791822,135.308,"addition"
5000,0,0.0508,39.6,0.000791822,134.308,"addition"
6300,0,0.0508,39.6,0.000791822,131.918,"addition"
8000,0,0.0508,39.6,0.000791822,128.518,"addition"
10000,0,0.0508,39.6,0.000791822,125.998,"addition"
12500,0,0.0508,39.6,0.000791822,123.988,"addition"
800,0,0.0508,31.7,0.000812164,122.790,"addition"
1000,0,0.0508,31.7,0.000812164,126.780,"addition"
1250,0,0.0508,31.7,0.000812164,129.270,"addition"
1600,0,0.0508,31.7,0.000812164,131.010,"addition"
2000,0,0.0508,31.7,0.000812164,133.010,"addition"
2500,0,0.0508,31.7,0.000812164,134.870,"addition"
3150,0,0.0508,31.7,0.000812164,135.490,"addition"
4000,0,0.0508,31.7,0.000812164,134.110,"addition"
5000,0,0.0508,31.7,0.000812164,133.230,"addition"
6300,0,0.0508,31.7,0.000812164,130.340,"addition"
8000,0,0.0508,31.7,0.000812164,126.590,"addition"
10000,0,0.0508,31.7,0.000812164,122.450,"addition"
12500,0,0.0508,31.7,0.000812164,119.070,"addition"
1600,4.2,0.0508,71.3,0.00142788,124.318,"addition"
2000,4.2,0.0508,71.3,0.00142788,129.848,"addition"
2500,4.2,0.0508,71.3,0.00142788,131.978,"addition"
3150,4.2,0.0508,71.3,0.00142788,133.728,"addition"
4000,4.2,0.0508,71.3,0.00142788,133.598,"addition"
5000,4.2,0.0508,71.3,0.00142788,132.828,"addition"
6300,4.2,0.0508,71.3,0.00142788,129.308,"addition"
8000,4.2,0.0508,71.3,0.00142788,125.268,"addition"
10000,4.2,0.0508,71.3,0.00142788,121.238,"addition"
12500,4.2,0.0508,71.3,0.00142788,117.328,"addition"
1000,4.2,0.0508,39.6,0.00152689,125.647,"addition"
1250,4.2,0.0508,39.6,0.00152689,128.427,"addition"
1600,4.2,0.0508,39.6,0.00152689,130.197,"addition"
2000,4.2,0.0508,39.6,0.00152689,132.587,"addition"
2500,4.2,0.0508,39.6,0.00152689,133.847,"addition"
3150,4.2,0.0508,39.6,0.00152689,133.587,"addition"
4000,4.2,0.0508,39.6,0.00152689,131.807,"addition"
5000,4.2,0.0508,39.6,0.00152689,129.777,"addition"
6300,4.2,0.0508,39.6,0.00152689,125.717,"addition"
8000,4.2,0.0508,39.6,0.00152689,120.397,"addition"
10000,4.2,0.0508,39.6,0.00152689,116.967,"addition"
800,8.4,0.0508,71.3,0.00529514,127.556,"addition"
1000,8.4,0.0508,71.3,0.00529514,129.946,"addition"
1250,8.4,0.0508,71.3,0.00529514,132.086,"addition"
1600,8.4,0.0508,71.3,0.00529514,133.846,"addition"
2000,8.4,0.0508,71.3,0.00529514,134.476,"addition"
2500,8.4,0.0508,71.3,0.00529514,134.226,"addition"
3150,8.4,0.0508,71.3,0.00529514,131.966,"addition"
4000,8.4,0.0508,71.3,0.00529514,126.926,"addition"
5000,8.4,0.0508,71.3,0.00529514,121.146,"addition"
400,8.4,0.0508,55.5,0.00544854,121.582,"addition"
500,8.4,0.0508,55.5,0.00544854,123.742,"addition"
630,8.4,0.0508,55.5,0.00544854,126.152,"addition"
800,8.4,0.0508,55.5,0.00544854,128.562,"addition"
1000,8.4,0.0508,55.5,0.00544854,130.722,"addition"
1250,8.4,0.0508,55.5,0.00544854,132.252,"addition"
1600,8.4,0.0508,55.5,0.00544854,133.032,"addition"
2000,8.4,0.0508,55.5,0.00544854,133.042,"addition"
2500,8.4,0.0508,55.5,0.00544854,131.542,"addition"
3150,8.4,0.0508,55.5,0.00544854,128.402,"addition"
4000,8.4,0.0508,55.5,0.00544854,122.612,"addition"
5000,8.4,0.0508,55.5,0.00544854,115.812,"addition"
400,8.4,0.0508,39.6,0.00566229,120.015,"addition"
500,8.4,0.0508,39.6,0.00566229,122.905,"addition"
630,8.4,0.0508,39.6,0.00566229,126.045,"addition"
800,8.4,0.0508,39.6,0.00566229,128.435,"addition"
1000,8.4,0.0508,39.6,0.00566229,130.195,"addition"
1250,8.4,0.0508,39.6,0.00566229,131.205,"addition"
1600,8.4,0.0508,39.6,0.00566229,130.965,"addition"
2000,8.4,0.0508,39.6,0.00566229,129.965,"addition"
2500,8.4,0.0508,39.6,0.00566229,127.465,"addition"
3150,8.4,0.0508,39.6,0.00566229,123.965,"addition"
4000,8.4,0.0508,39.6,0.00566229,118.955,"addition"
400,8.4,0.0508,31.7,0.00580776,120.076,"addition"
500,8.4,0.0508,31.7,0.00580776,122.966,"addition"
630,8.4,0.0508,31.7,0.00580776,125.856,"addition"
800,8.4,0.0508,31.7,0.00580776,128.246,"addition"
1000,8.4,0.0508,31.7,0.00580776,129.516,"addition"
1250,8.4,0.0508,31.7,0.00580776,130.156,"addition"
1600,8.4,0.0508,31.7,0.00580776,129.296,"addition"
2000,8.4,0.0508,31.7,0.00580776,127.686,"addition"
2500,8.4,0.0508,31.7,0.00580776,125.576,"addition"
3150,8.4,0.0508,31.7,0.00580776,122.086,"addition"
4000,8.4,0.0508,31.7,0.00580776,118.106,"addition"
200,11.2,0.0508,71.3,0.014072,125.941,"addition"
250,11.2,0.0508,71.3,0.014072,127.101,"addition"
315,11.2,0.0508,71.3,0.014072,128.381,"addition"
400,11.2,0.0508,71.3,0.014072,129.281,"addition"
500,11.2,0.0508,71.3,0.014072,130.311,"addition"
630,11.2,0.0508,71.3,0.014072,133.611,"addition"
800,11.2,0.0508,71.3,0.014072,136.031,"addition"
1000,11.2,0.0508,71.3,0.014072,136.941,"addition"
1250,11.2,0.0508,71.3,0.014072,136.191,"addition"
1600,11.2,0.0508,71.3,0.014072,135.191,"addition"
2000,11.2,0.0508,71.3,0.014072,133.311,"addition"
2500,11.2,0.0508,71.3,0.014072,130.541,"addition"
3150,11.2,0.0508,71.3,0.014072,127.141,"addition"
4000,11.2,0.0508,71.3,0.014072,122.471,"addition"
200,11.2,0.0508,39.6,0.0150478,125.010,"addition"
250,11.2,0.0508,39.6,0.0150478,126.430,"addition"
315,11.2,0.0508,39.6,0.0150478,128.990,"addition"
400,11.2,0.0508,39.6,0.0150478,130.670,"addition"
500,11.2,0.0508,39.6,0.0150478,131.960,"addition"
630,11.2,0.0508,39.6,0.0150478,133.130,"addition"
800,11.2,0.0508,39.6,0.0150478,133.790,"addition"
1000,11.2,0.0508,39.6,0.0150478,132.430,"addition"
1250,11.2,0.0508,39.6,0.0150478,130.050,"addition"
1600,11.2,0.0508,39.6,0.0150478,126.540,"addition"
2000,11.2,0.0508,39.6,0.0150478,124.420,"addition"
2500,11.2,0.0508,39.6,0.0150478,122.170,"addition"
3150,11.2,0.0508,39.6,0.0150478,119.670,"addition"
4000,11.2,0.0508,39.6,0.0150478,115.520,"addition"
200,15.4,0.0508,71.3,0.0264269,123.595,"addition"
250,15.4,0.0508,71.3,0.0264269,124.835,"addition"
315,15.4,0.0508,71.3,0.0264269,126.195,"addition"
400,15.4,0.0508,71.3,0.0264269,126.805,"addition"
500,15.4,0.0508,71.3,0.0264269,127.285,"addition"
630,15.4,0.0508,71.3,0.0264269,129.645,"addition"
800,15.4,0.0508,71.3,0.0264269,131.515,"addition"
1000,15.4,0.0508,71.3,0.0264269,131.865,"addition"
1250,15.4,0.0508,71.3,0.0264269,130.845,"addition"
1600,15.4,0.0508,71.3,0.0264269,130.065,"addition"
2000,15.4,0.0508,71.3,0.0264269,129.285,"addition"
2500,15.4,0.0508,71.3,0.0264269,127.625,"addition"
3150,15.4,0.0508,71.3,0.0264269,125.715,"addition"
4000,15.4,0.0508,71.3,0.0264269,122.675,"addition"
5000,15.4,0.0508,71.3,0.0264269,119.135,"addition"
6300,15.4,0.0508,71.3,0.0264269,115.215,"addition"
8000,15.4,0.0508,71.3,0.0264269,112.675,"addition"
200,15.4,0.0508,55.5,0.0271925,122.940,"addition"
250,15.4,0.0508,55.5,0.0271925,124.170,"addition"
315,15.4,0.0508,55.5,0.0271925,125.390,"addition"
400,15.4,0.0508,55.5,0.0271925,126.500,"addition"
500,15.4,0.0508,55.5,0.0271925,127.220,"addition"
630,15.4,0.0508,55.5,0.0271925,129.330,"addition"
800,15.4,0.0508,55.5,0.0271925,130.430,"addition"
1000,15.4,0.0508,55.5,0.0271925,130.400,"addition"
1250,15.4,0.0508,55.5,0.0271925,130.000,"addition"
1600,15.4,0.0508,55.5,0.0271925,128.200,"addition"
2000,15.4,0.0508,55.5,0.0271925,127.040,"addition"
2500,15.4,0.0508,55.5,0.0271925,125.630,"addition"
3150,15.4,0.0508,55.5,0.0271925,123.460,"addition"
4000,15.4,0.0508,55.5,0.0271925,120.920,"addition"
5000,15.4,0.0508,55.5,0.0271925,117.110,"addition"
6300,15.4,0.0508,55.5,0.0271925,112.930,"addition"
200,15.4,0.0508,39.6,0.0282593,121.783,"addition"
250,15.4,0.0508,39.6,0.0282593,122.893,"addition"
315,15.4,0.0508,39.6,0.0282593,124.493,"addition"
400,15.4,0.0508,39.6,0.0282593,125.353,"addition"
500,15.4,0.0508,39.6,0.0282593,125.963,"addition"
630,15.4,0.0508,39.6,0.0282593,127.443,"addition"
800,15.4,0.0508,39.6,0.0282593,128.423,"addition"
1000,15.4,0.0508,39.6,0.0282593,127.893,"addition"
1250,15.4,0.0508,39.6,0.0282593,126.743,"addition"
1600,15.4,0.0508,39.6,0.0282593,124.843,"addition"
2000,15.4,0.0508,39.6,0.0282593,123.443,"addition"
2500,15.4,0.0508,39.6,0.0282593,122.413,"addition"
3150,15.4,0.0508,39.6,0.0282593,120.513,"addition"
4000,15.4,0.0508,39.6,0.0282593,118.113,"addition"
5000,15.4,0.0508,39.6,0.0282593,114.453,"addition"
6300,15.4,0.0508,39.6,0.0282593,109.663,"addition"
200,15.4,0.0508,31.7,0.0289853,119.975,"addition"
250,15.4,0.0508,31.7,0.0289853,121.225,"addition"
315,15.4,0.0508,31.7,0.0289853,122.845,"addition"
400,15.4,0.0508,31.7,0.0289853,123.705,"addition"
500,15.4,0.0508,31.7,0.0289853,123.695,"addition"
630,15.4,0.0508,31.7,0.0289853,124.685,"addition"
800,15.4,0.0508,31.7,0.0289853,125.555,"addition"
1000,15.4,0.0508,31.7,0.0289853,124.525,"addition"
1250,15.4,0.0508,31.7,0.0289853,123.255,"addition"
1600,15.4,0.0508,31.7,0.0289853,121.485,"addition"
2000,15.4,0.0508,31.7,0.0289853,120.835,"addition"
2500,15.4,0.0508,31.7,0.0289853,119.945,"addition"
3150,15.4,0.0508,31.7,0.0289853,118.045,"addition"
4000,15.4,0.0508,31.7,0.0289853,115.635,"addition"
5000,15.4,0.0508,31.7,0.0289853,112.355,"addition"
6300,15.4,0.0508,31.7,0.0289853,108.185,"addition"
200,19.7,0.0508,71.3,0.0341183,118.005,"addition"
